Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,3+,Not Graduate,No,7149,1490,101,240,1.0,Rural,1
Female,Yes,2,Not Graduate,No,2544,2522,148,360,1.0,Urban,1
Female,Yes,0,Graduate,No,3283,2597,120,120,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,5962,1578,170,360,1.0,Rural,1
Female,No,0,Graduate,No,6996,779,42,180,1.0,Semiurban,1
Male,Yes,0,Graduate,No,7802,2435,133,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,8924,1427,147,60,1.0,Semiurban,1
Male,No,0,Graduate,No,4831,452,121,240,1.0,Urban,1
Male,Yes,2,Graduate,No,7984,395,129,360,0.0,Urban,0
Female,Yes,0,Graduate,No,4144,0,44,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,7255,887,161,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5518,2823,178,360,1.0,Rural,1
Female,Yes,0,Graduate,No,6114,1713,169,360,1.0,Rural,1
Female,Yes,0,Not Graduate,No,6058,864,202,60,1.0,Urban,1
Male,Yes,0,Graduate,No,988,2465,152,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2189,501,168,360,1.0,Urban,1
Male,No,0,Graduate,No,5256,1614,149,240,1.0,Urban,1
Male,No,0,Graduate,No,781,1284,181,360,0.0,Semiurban,0
Male,No,0,Graduate,No,7078,2434,45,360,1.0,Urban,1
Male,No,0,Graduate,No,7178,0,86,120,0.0,Semiurban,0
Female,Yes,0,Not Graduate,No,5817,479,235,120,1.0,Urban,1
Male,No,2,Not Graduate,No,2197,0,20,360,1.0,Urban,1
Male,Yes,2,Not Graduate,No,8450,1188,131,60,1.0,Rural,1
Male,No,0,Not Graduate,Yes,10093,2953,210,360,1.0,Rural,1
Female,No,0,Graduate,No,5367,893,134,360,0.0,Urban,0
Male,No,0,Not Graduate,No,6276,887,115,360,1.0,Rural,1
Male,No,3+,Graduate,Yes,5504,2546,147,360,1.0,Rural,1
Male,Yes,0,Graduate,No,6325,2782,118,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4701,1393,141,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4913,2321,98,240,1.0,Semiurban,1
Female,Yes,0,Graduate,No,7264,207,206,360,1.0,Rural,1
Female,Yes,0,Not Graduate,No,10864,3153,225,240,1.0,Urban,1
Male,No,1,Graduate,No,1499,4078,131,360,1.0,Urban,1
Male,No,0,Graduate,No,4740,2125,56,60,0.0,Rural,0
Female,Yes,1,Graduate,No,2048,0,108,360,1.0,Urban,1
Female,No,0,Graduate,No,8980,830,128,360,1.0,Urban,1
Male,No,0,Graduate,No,3530,2235,170,360,1.0,Urban,1
Male,No,2,Graduate,No,1391,994,79,180,0.0,Semiurban,0
Male,No,0,Graduate,No,6595,3026,93,240,1.0,Rural,1
Male,Yes,2,Graduate,No,9360,2205,170,360,1.0,Urban,1
Female,No,0,Graduate,No,6658,652,196,360,1.0,Rural,1
Female,No,0,Graduate,No,5511,1538,102,360,1.0,Semiurban,1
Female,Yes,3+,Graduate,No,6022,427,60,60,1.0,Urban,1
Male,Yes,0,Graduate,Yes,8537,1280,337,180,1.0,Semiurban,1
Male,No,2,Graduate,No,2814,834,186,60,1.0,Rural,1
Female,Yes,0,Graduate,No,4720,2909,123,180,1.0,Semiurban,1
Female,No,2,Graduate,No,3868,4039,192,180,1.0,Urban,1
Male,No,0,Graduate,No,2080,0,132,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,4179,0,192,240,0.0,Rural,0
Female,Yes,1,Graduate,No,7769,1205,149,120,0.0,Rural,0
Male,No,2,Graduate,No,6416,0,145,60,1.0,Rural,1
Male,Yes,2,Graduate,No,6610,1555,133,360,1.0,Urban,1
Male,Yes,2,Not Graduate,No,5366,2398,53,360,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,6308,3292,256,360,1.0,Rural,1
Male,Yes,0,Graduate,No,2998,1741,83,360,1.0,Urban,1
Female,No,0,Graduate,Yes,4226,1268,58,360,0.0,Urban,0
Male,Yes,0,Graduate,No,5480,0,127,360,1.0,Urban,1
Male,No,0,Not Graduate,No,5693,1531,82,360,1.0,Rural,1
Male,Yes,0,Not Graduate,Yes,5800,1585,136,360,1.0,Rural,1
Male,Yes,0,Graduate,No,4654,2266,181,360,1.0,Rural,1
Female,No,0,Not Graduate,No,4056,649,199,360,1.0,Urban,1
Male,No,1,Graduate,No,12894,977,188,180,0.0,Rural,0
Male,Yes,0,Graduate,No,7266,0,121,240,1.0,Rural,1
Female,Yes,0,Graduate,No,6032,0,142,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4416,169,164,240,1.0,Urban,1
Male,Yes,1,Not Graduate,No,3871,0,34,120,1.0,Urban,1
Male,No,1,Graduate,No,4672,1904,174,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,5732,878,52,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,500,854,262,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,1076,318,115,360,1.0,Urban,1
Male,No,0,Graduate,Yes,3407,0,128,240,1.0,Semiurban,1
Female,No,0,Graduate,No,5517,3309,93,360,1.0,Rural,1
Male,Yes,0,Graduate,No,4401,299,102,360,1.0,Rural,1
Male,No,0,Graduate,No,8695,1005,276,60,1.0,Urban,1
Male,Yes,0,Not Graduate,Yes,1294,0,196,360,1.0,Semiurban,0
Male,Yes,3+,Not Graduate,No,3121,2666,47,120,1.0,Semiurban,1
Male,No,3+,Graduate,No,8800,1672,230,360,1.0,Urban,1
Male,No,0,Graduate,No,5327,508,211,360,1.0,Urban,1
Female,No,0,Graduate,No,7212,1029,123,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,Yes,10128,3513,158,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3265,1412,139,360,0.0,Semiurban,0
Male,No,2,Graduate,No,4751,1281,258,360,0.0,Urban,0
Female,Yes,0,Graduate,No,4318,370,92,360,0.0,Rural,0
Male,Yes,1,Graduate,No,500,0,148,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,4224,1307,114,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,7202,1890,54,180,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,6351,2819,271,360,1.0,Rural,1
Male,Yes,1,Not Graduate,Yes,6547,0,69,360,1.0,Urban,1
Female,No,0,Graduate,No,4061,149,153,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,3359,803,35,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,8173,1495,116,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3756,1325,165,360,1.0,Rural,1
Male,Yes,2,Graduate,Yes,5735,1353,90,240,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,5408,1989,175,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,8654,416,123,360,1.0,Urban,1
Female,No,1,Graduate,No,7428,2620,209,360,0.0,Semiurban,0
Male,Yes,2,Not Graduate,No,1761,2020,221,240,1.0,Urban,1
Male,No,0,Not Graduate,No,2031,1116,104,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6447,3421,144,360,0.0,Semiurban,0
Male,Yes,0,Graduate,Yes,4839,3367,151,360,1.0,Urban,1
Male,Yes,1,Graduate,No,3862,2619,177,360,1.0,Rural,1
Male,Yes,0,Graduate,No,7539,0,140,360,1.0,Rural,1
Male,No,0,Graduate,No,5468,3394,151,240,1.0,Semiurban,1
Female,Yes,0,Graduate,No,5131,2453,125,360,1.0,Semiurban,1
Female,Yes,2,Not Graduate,No,6949,3907,146,360,1.0,Rural,1
Male,No,0,Graduate,No,4062,2984,217,180,1.0,Semiurban,1
Male,No,0,Graduate,No,8921,3394,178,360,1.0,Urban,1
Male,No,0,Graduate,No,3029,2554,182,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,6642,3118,183,360,1.0,Rural,1
Male,No,0,Not Graduate,No,8584,3892,130,360,1.0,Semiurban,1
Male,Yes,1,Graduate,Yes,1556,1759,159,360,1.0,Urban,1
Female,Yes,1,Graduate,Yes,4141,0,74,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,7855,1131,216,60,1.0,Urban,1
Male,Yes,0,Graduate,No,7893,1967,20,180,0.0,Semiurban,0
Male,Yes,2,Graduate,No,4571,1589,134,120,1.0,Urban,1
Male,Yes,0,Graduate,No,3163,4,208,360,1.0,Semiurban,1
Male,No,0,Graduate,No,7389,0,58,360,1.0,Rural,1
Male,Yes,2,Graduate,Yes,7958,610,163,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2088,2469,99,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,1990,3396,117,240,1.0,Semiurban,1
Male,No,2,Not Graduate,No,5563,2599,196,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6573,2768,151,180,0.0,Semiurban,0
Male,Yes,1,Graduate,No,4252,1403,20,360,1.0,Urban,1
Male,No,0,Graduate,No,6698,0,81,360,1.0,Semiurban,1
Male,No,1,Graduate,Yes,3224,953,198,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,500,1189,166,360,1.0,Rural,1
Female,No,0,Not Graduate,No,3940,903,244,180,0.0,Semiurban,0
Female,No,1,Not Graduate,No,5158,1565,240,60,1.0,Semiurban,1
Male,No,0,Graduate,No,4310,2029,119,360,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,2103,2523,290,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,500,1166,141,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,3714,0,82,360,1.0,Rural,1
Female,Yes,0,Graduate,No,7244,920,101,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,8140,1552,20,120,1.0,Urban,1
Male,Yes,2,Graduate,No,7969,2967,236,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2960,818,235,360,1.0,Urban,1
Male,No,0,Graduate,No,2115,2115,79,240,1.0,Rural,1
Male,Yes,0,Graduate,No,6241,1848,126,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6587,1552,145,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,6000,2616,82,360,1.0,Urban,1
Female,Yes,0,Graduate,No,500,706,34,360,1.0,Urban,1
Female,No,3+,Graduate,No,2832,809,127,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,4925,1485,120,360,1.0,Urban,1
Male,Yes,1,Not Graduate,No,6218,731,116,180,0.0,Semiurban,0
Male,Yes,0,Graduate,No,6918,2109,153,180,1.0,Semiurban,1
Male,Yes,2,Graduate,No,5360,644,225,240,1.0,Rural,1
Male,Yes,0,Not Graduate,No,5826,1771,121,360,1.0,Semiurban,1
Male,No,0,Graduate,No,5212,1379,150,120,1.0,Urban,1
Male,No,0,Graduate,No,6714,1757,183,360,0.0,Semiurban,0
Male,Yes,0,Graduate,Yes,5782,948,173,360,0.0,Urban,0
Male,No,2,Graduate,No,5164,1093,103,360,1.0,Semiurban,1
Male,No,0,Graduate,No,4329,1615,145,360,1.0,Rural,1
Female,No,0,Not Graduate,No,5203,1742,172,360,1.0,Urban,1
Female,Yes,1,Graduate,No,6211,1494,72,360,1.0,Urban,1
Male,Yes,0,Graduate,No,5668,3546,215,60,1.0,Rural,1
Female,Yes,3+,Not Graduate,No,5952,311,225,360,1.0,Semiurban,1
Male,No,1,Graduate,Yes,8356,1422,96,180,1.0,Urban,1
Female,No,0,Graduate,No,5662,0,151,360,0.0,Semiurban,0
Female,Yes,2,Graduate,No,3377,1946,178,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,7209,161,107,360,0.0,Semiurban,0
Male,No,0,Graduate,No,1584,1166,168,360,1.0,Semiurban,1
Male,No,0,Graduate,No,2296,1053,149,360,1.0,Urban,1
Male,No,0,Graduate,No,5839,1837,51,360,1.0,Rural,1
Male,No,1,Graduate,No,6290,836,167,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,1887,785,73,360,1.0,Rural,1
Male,Yes,0,Graduate,No,4042,3223,196,120,1.0,Rural,1
Female,No,0,Graduate,No,3484,1841,99,360,1.0,Semiurban,1
Female,Yes,3+,Graduate,No,3783,826,130,360,1.0,Urban,1
Male,Yes,0,Graduate,No,7358,1198,222,180,1.0,Semiurban,1
Male,No,0,Not Graduate,No,6766,3474,169,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4952,1217,75,120,1.0,Urban,1
Male,No,2,Graduate,Yes,3635,672,79,240,1.0,Semiurban,1
Female,Yes,0,Graduate,No,1625,678,104,60,1.0,Urban,1
Male,No,1,Graduate,No,8550,841,163,360,0.0,Rural,0
Male,Yes,2,Graduate,No,6480,786,161,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,3233,0,89,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,6798,150,69,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,4824,504,156,360,1.0,Semiurban,1
Female,No,0,Graduate,No,4282,2209,129,360,1.0,Rural,1
Male,No,1,Graduate,No,6088,1042,269,180,0.0,Semiurban,0
Male,Yes,2,Graduate,No,3146,1251,142,360,0.0,Urban,0
Male,Yes,1,Graduate,No,4140,3024,248,180,1.0,Urban,1
Female,Yes,1,Graduate,No,5303,3054,69,180,1.0,Rural,1
Female,Yes,2,Not Graduate,No,3751,1161,45,360,1.0,Semiurban,1
Male,No,2,Graduate,No,6672,742,72,360,1.0,Rural,1
Male,No,0,Graduate,No,9672,462,211,360,1.0,Semiurban,1
Male,No,0,Graduate,No,3114,2331,245,60,1.0,Semiurban,1
Male,No,0,Graduate,Yes,837,1254,93,360,1.0,Urban,1
Female,Yes,1,Graduate,No,500,1036,112,360,1.0,Rural,1
Male,No,0,Not Graduate,No,4623,523,69,360,1.0,Rural,1
Male,No,1,Graduate,No,3342,576,31,180,1.0,Rural,1
Male,No,0,Graduate,No,5519,1884,183,240,1.0,Semiurban,1
Male,No,1,Graduate,No,5331,0,153,360,1.0,Rural,1
Male,Yes,0,Graduate,No,991,2693,140,360,1.0,Semiurban,1
Female,No,1,Not Graduate,No,500,859,55,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5739,1320,238,360,1.0,Rural,1
Male,Yes,0,Graduate,No,5338,0,109,180,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,3935,1485,172,120,1.0,Urban,1
Male,No,1,Graduate,Yes,857,1106,52,240,1.0,Urban,1
Male,No,0,Graduate,No,6178,1439,128,360,1.0,Urban,1
Male,No,0,Graduate,No,8179,3266,157,360,1.0,Rural,1
Female,No,3+,Not Graduate,No,5694,1713,159,360,1.0,Urban,1
Male,Yes,1,Graduate,No,2881,546,149,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,5111,646,169,360,1.0,Rural,1
Male,Yes,0,Graduate,Yes,1584,2214,72,120,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,7644,3058,151,360,0.0,Urban,0
Female,Yes,2,Graduate,No,5204,1838,146,120,1.0,Urban,1
Female,No,0,Graduate,No,579,2326,153,360,1.0,Urban,1
Male,No,1,Graduate,Yes,4248,2231,144,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6158,3202,63,360,1.0,Rural,1
Male,Yes,0,Graduate,No,4167,0,60,360,1.0,Rural,1
Male,No,0,Graduate,No,4310,2300,20,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,1938,2680,189,120,1.0,Semiurban,1
Male,No,0,Graduate,No,6416,0,189,360,1.0,Urban,1
Male,No,0,Graduate,No,3378,437,190,240,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,500,479,158,240,1.0,Rural,1
Female,Yes,0,Graduate,No,4071,625,20,360,0.0,Semiurban,0
Male,No,1,Not Graduate,No,7452,921,78,120,1.0,Urban,1
Male,No,2,Not Graduate,No,4032,1791,150,360,1.0,Rural,1
Female,Yes,0,Not Graduate,Yes,9344,2538,148,120,0.0,Urban,0
Male,No,0,Graduate,No,6072,2797,126,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,5846,494,162,360,1.0,Rural,1
Male,Yes,1,Graduate,No,4679,486,140,360,0.0,Semiurban,0
Male,No,1,Graduate,No,4829,3078,147,360,1.0,Rural,1
Female,No,1,Graduate,No,4341,2276,101,240,1.0,Urban,1
Female,Yes,3+,Not Graduate,No,4244,1599,198,120,1.0,Rural,1
Male,No,0,Graduate,No,6327,2068,114,180,1.0,Urban,1
Male,Yes,0,Graduate,No,2660,1464,60,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,2310,2129,93,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,2192,1096,119,360,0.0,Semiurban,0
Male,No,2,Graduate,No,10114,1822,199,360,0.0,Rural,0
Female,Yes,0,Graduate,No,6325,0,137,360,0.0,Rural,0
Male,Yes,0,Not Graduate,No,5761,674,128,360,1.0,Semiurban,1
Female,Yes,2,Graduate,Yes,2356,687,65,360,0.0,Urban,0
Male,No,0,Graduate,No,6558,1050,187,360,1.0,Semiurban,1
Male,No,0,Graduate,No,4708,388,100,360,1.0,Rural,1
Male,No,0,Graduate,No,5535,859,133,360,1.0,Semiurban,1
Female,Yes,2,Not Graduate,No,2558,0,228,240,1.0,Semiurban,1
Female,No,0,Graduate,No,5400,2158,170,360,1.0,Semiurban,1
Female,Yes,2,Graduate,No,3940,1400,42,180,1.0,Rural,1
Male,No,0,Graduate,No,3085,0,33,360,1.0,Urban,1
Male,No,1,Graduate,No,6835,498,136,180,1.0,Rural,1
Female,Yes,2,Graduate,No,1155,1903,67,360,1.0,Semiurban,1
Male,No,0,Graduate,No,6411,848,178,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,6711,663,142,360,1.0,Urban,1
Male,Yes,0,Graduate,No,2800,1410,149,240,1.0,Rural,1
Female,Yes,1,Not Graduate,No,2949,1912,97,360,1.0,Urban,1
Female,Yes,0,Graduate,Yes,4442,0,244,360,1.0,Semiurban,1
Male,Yes,1,Graduate,Yes,5705,2160,310,180,0.0,Urban,0
Female,No,0,Graduate,No,4617,539,123,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,Yes,6083,1478,161,360,1.0,Urban,1
Male,No,0,Graduate,Yes,9407,1457,145,360,1.0,Urban,1
Male,Yes,0,Graduate,No,3730,867,124,360,0.0,Semiurban,0
Female,Yes,0,Graduate,Yes,712,271,90,360,1.0,Urban,1
Male,No,2,Graduate,No,7064,1157,74,360,1.0,Urban,1
Male,Yes,1,Graduate,No,9208,3450,71,60,1.0,Urban,1
Male,Yes,0,Not Graduate,No,5981,0,164,120,1.0,Rural,1
Female,No,3+,Not Graduate,No,2280,3530,108,360,0.0,Rural,0
Female,Yes,1,Graduate,No,4690,1188,20,360,0.0,Urban,0
Female,Yes,2,Graduate,No,2203,1542,166,60,0.0,Semiurban,0
Male,Yes,0,Graduate,No,6607,195,137,120,0.0,Urban,0
Female,No,0,Graduate,No,1621,574,220,180,1.0,Semiurban,1
Female,No,0,Not Graduate,Yes,4249,896,162,360,1.0,Semiurban,1
Male,No,1,Graduate,No,2489,245,51,120,1.0,Semiurban,1
Female,No,0,Graduate,No,5317,1249,20,120,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4084,1011,96,360,1.0,Urban,1
Male,Yes,0,Graduate,No,5441,3720,102,360,1.0,Urban,1
Male,No,0,Graduate,No,5055,100,196,360,0.0,Semiurban,0
Male,Yes,1,Graduate,No,2533,1623,139,360,1.0,Urban,1
Male,Yes,0,Graduate,No,6567,1797,208,240,0.0,Urban,0
Male,Yes,0,Not Graduate,No,4878,215,60,240,1.0,Urban,1
Male,Yes,1,Graduate,Yes,2528,2324,197,180,1.0,Rural,1
Female,No,3+,Graduate,No,10602,1022,183,240,1.0,Rural,1
Male,Yes,1,Graduate,No,6191,0,20,360,1.0,Urban,1
Male,Yes,2,Graduate,No,4616,2291,219,360,1.0,Urban,1
Male,Yes,1,Graduate,No,8538,159,145,240,1.0,Semiurban,1
Female,No,0,Graduate,No,9604,242,163,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4636,2325,88,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,5868,1083,216,360,1.0,Urban,1
Female,No,1,Not Graduate,No,2529,2601,68,360,1.0,Semiurban,1
Male,No,1,Graduate,Yes,4632,2952,189,360,1.0,Rural,1
Male,Yes,0,Graduate,No,4502,726,189,360,1.0,Urban,1
Male,Yes,0,Graduate,No,5462,2451,81,360,1.0,Rural,1
Female,Yes,0,Graduate,No,5831,593,259,60,1.0,Rural,1
Male,Yes,0,Graduate,No,6399,4179,153,240,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,5594,668,179,240,1.0,Semiurban,1
Male,Yes,2,Graduate,No,1973,2731,48,360,1.0,Urban,1
Female,Yes,0,Not Graduate,Yes,2653,2512,267,240,1.0,Urban,1
Female,Yes,0,Graduate,No,3633,1879,66,240,1.0,Urban,1
Female,No,0,Graduate,No,4294,695,201,360,1.0,Urban,1
Male,No,1,Graduate,No,7626,1318,80,60,1.0,Rural,1
Female,No,0,Not Graduate,No,2092,0,102,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4106,1769,187,180,1.0,Rural,1
Male,Yes,0,Not Graduate,No,7382,1919,201,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,4250,1660,63,360,1.0,Semiurban,1
Female,Yes,2,Not Graduate,No,6151,0,205,360,0.0,Semiurban,0
Female,Yes,2,Graduate,No,4651,0,202,360,1.0,Urban,1
Female,Yes,0,Graduate,No,5641,602,83,360,0.0,Semiurban,0
Male,No,0,Graduate,No,4428,1849,235,60,1.0,Semiurban,1
Male,No,1,Graduate,No,6667,1847,52,60,1.0,Urban,1
Female,Yes,0,Graduate,No,1137,1295,102,60,1.0,Urban,1
Male,Yes,0,Graduate,No,4091,2262,168,360,1.0,Semiurban,1
Male,No,0,Graduate,No,5741,268,88,60,1.0,Semiurban,1
Male,Yes,2,Graduate,Yes,6334,2232,155,360,1.0,Urban,1
Male,No,0,Graduate,No,8732,2069,154,180,1.0,Rural,1
Male,No,0,Graduate,No,4022,1953,128,360,1.0,Rural,1
Male,No,1,Graduate,No,8698,1281,189,360,1.0,Rural,1
Male,Yes,0,Graduate,No,3352,3696,126,60,1.0,Urban,1
Male,Yes,0,Graduate,No,8321,2091,153,180,1.0,Urban,1
Female,Yes,3+,Graduate,No,7043,337,208,360,1.0,Semiurban,1
Male,No,0,Graduate,No,2716,1797,187,240,1.0,Semiurban,1
Male,No,1,Graduate,No,5767,2402,187,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4871,794,71,120,1.0,Urban,1
Male,Yes,0,Graduate,No,6563,2807,171,360,1.0,Semiurban,1
Female,No,0,Graduate,No,4441,1958,87,360,1.0,Urban,1
Female,No,0,Graduate,No,4231,0,63,360,1.0,Rural,1
Male,No,0,Graduate,No,8422,1859,135,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,4753,1012,85,120,1.0,Rural,1
Female,Yes,0,Graduate,No,7066,2144,187,360,1.0,Urban,1
Female,No,0,Graduate,No,4436,2633,188,360,1.0,Urban,1
Male,No,0,Graduate,No,9166,1734,25,360,1.0,Rural,1
Male,Yes,1,Graduate,No,3304,3498,90,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3464,1285,52,120,0.0,Semiurban,0
Female,Yes,0,Graduate,No,8811,2249,112,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3887,2465,167,360,0.0,Semiurban,0
Female,Yes,0,Graduate,No,9002,1383,125,360,1.0,Semiurban,1
Male,No,0,Not Graduate,Yes,7229,2434,104,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,4613,786,218,180,1.0,Urban,1
Male,No,0,Graduate,No,500,992,20,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4951,0,214,360,0.0,Urban,0
Male,No,0,Graduate,No,5254,1789,107,120,1.0,Semiurban,1
Male,No,2,Not Graduate,No,7918,1890,135,360,0.0,Urban,0
Male,Yes,0,Graduate,Yes,8971,2915,108,240,1.0,Semiurban,1
Female,Yes,0,Graduate,No,3287,2449,232,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,7002,1158,66,120,0.0,Semiurban,0
Male,Yes,0,Graduate,No,6913,86,140,360,1.0,Semiurban,1
Female,No,0,Graduate,No,7683,2019,171,360,0.0,Urban,0
Female,No,0,Not Graduate,No,6246,2832,43,360,1.0,Rural,1
Female,Yes,0,Graduate,No,500,2406,84,240,1.0,Urban,1
Female,Yes,0,Graduate,No,4611,2801,131,60,1.0,Urban,1
Male,Yes,0,Graduate,No,2110,1245,86,360,0.0,Urban,0
Male,No,0,Graduate,No,4493,940,91,240,1.0,Urban,1
Female,Yes,0,Graduate,No,7450,615,119,360,1.0,Rural,1
Male,Yes,1,Not Graduate,No,5762,1432,178,60,1.0,Semiurban,1
Male,No,3+,Graduate,No,7870,1405,119,240,1.0,Semiurban,1
Female,No,3+,Graduate,No,5854,1748,204,360,1.0,Urban,1
Male,Yes,2,Not Graduate,No,1754,1344,80,120,1.0,Urban,1
Male,No,1,Graduate,No,500,1339,64,360,1.0,Urban,1
Male,Yes,1,Graduate,No,5372,567,255,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4465,2629,100,360,1.0,Urban,1
Male,No,1,Not Graduate,No,2557,1591,61,180,1.0,Urban,1
Male,No,0,Not Graduate,No,748,1290,35,180,1.0,Rural,1
Female,Yes,0,Graduate,No,3163,603,204,240,1.0,Rural,1
Male,Yes,1,Graduate,No,4513,0,119,60,0.0,Rural,0
Male,Yes,0,Graduate,No,6664,3069,124,240,1.0,Urban,1
Female,Yes,0,Not Graduate,No,5471,2165,130,360,1.0,Semiurban,1
Female,Yes,2,Graduate,No,9020,0,200,360,0.0,Semiurban,0
Female,Yes,0,Graduate,No,2410,2415,129,360,1.0,Urban,1
Female,Yes,0,Not Graduate,No,7202,2606,280,360,1.0,Urban,1
Male,No,2,Graduate,No,5118,1649,148,360,0.0,Urban,0
Male,No,1,Graduate,No,6736,3417,203,360,1.0,Urban,1
Male,No,0,Graduate,No,3908,1760,188,240,0.0,Rural,0
Male,Yes,0,Graduate,No,7679,0,137,180,1.0,Urban,1
Male,No,0,Graduate,No,5738,1938,104,360,1.0,Rural,1
Male,No,2,Not Graduate,No,3301,1793,159,180,1.0,Urban,1
Female,No,0,Graduate,No,4969,776,170,360,1.0,Semiurban,1
Male,No,0,Graduate,No,4401,2188,105,180,1.0,Urban,1
Male,No,0,Graduate,No,6222,0,149,360,1.0,Rural,1
Male,Yes,0,Graduate,No,2050,2688,214,360,1.0,Urban,1
Male,Yes,3+,Graduate,No,4926,446,264,180,1.0,Urban,1
Male,No,0,Graduate,No,5988,318,191,360,1.0,Semiurban,1
Female,No,1,Not Graduate,No,5082,1363,251,360,0.0,Semiurban,0
Male,No,0,Graduate,No,8367,2019,102,360,1.0,Urban,1
Male,Yes,1,Graduate,No,6935,1696,182,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,4981,608,220,60,0.0,Rural,0
Female,Yes,0,Not Graduate,No,5541,892,86,360,1.0,Rural,1
Male,No,0,Graduate,No,5739,140,110,180,0.0,Rural,0
Male,Yes,0,Graduate,No,6008,1230,244,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,500,2790,81,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,4246,1494,59,360,1.0,Urban,1
Female,Yes,2,Graduate,No,1288,2531,231,240,1.0,Urban,1
Female,No,1,Graduate,No,8195,3246,211,360,0.0,Semiurban,0
Male,No,2,Graduate,No,4847,794,165,360,1.0,Semiurban,1
Female,No,1,Graduate,No,4516,1276,137,360,1.0,Semiurban,1
